City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
76,Howard,39.2504,-76.933,53.28,58,49,2.39,US,2021-11-16 21:38:35
77,Vaini,-21.2,-175.2,80.76,78,20,10.36,TO,2021-11-16 21:38:35
78,Abalak,58.1286,68.5944,17.37,91,100,12.26,RU,2021-11-16 21:38:36
79,Marabba,12.35,32.1833,84.65,20,6,9.48,SD,2021-11-16 21:38:36
80,Palana,59.1167,159.9667,25.12,97,100,7.81,RU,2021-11-16 21:38:36
81,Kavieng,-2.5744,150.7967,82.87,75,98,8.12,PG,2021-11-16 21:38:37
82,Victor Harbor,-35.5667,138.6167,64.72,69,97,8.46,AU,2021-11-16 21:38:37
83,Saint-Philippe,-21.3585,55.7679,74.79,80,44,8.25,RE,2021-11-16 21:38:37
84,Puerto Madryn,-42.7692,-65.0385,71.89,38,0,23.44,AR,2021-11-16 21:38:38
85,Victoria,22.2855,114.1577,73.33,81,54,5.01,HK,2021-11-16 21:38:38
86,Tuatapere,-46.1333,167.6833,49.24,90,100,7.92,NZ,2021-11-16 21:38:38
87,Rovaniemi,66.5,25.7167,35.01,100,90,10.36,FI,2021-11-16 21:38:39
88,Yellowknife,62.456,-114.3525,16.41,95,40,5.75,CA,2021-11-16 21:34:57
89,Castro,-24.7911,-50.0119,68.5,69,85,3.96,BR,2021-11-16 21:38:39
90,Georgetown,5.4112,100.3354,79.9,92,20,1.01,MY,2021-11-16 21:37:02
91,Port Hardy,50.6996,-127.4199,46.58,66,20,4.61,CA,2021-11-16 21:39:39
92,Atuona,-9.8,-139.0333,78.08,75,17,13.51,PF,2021-11-16 21:39:40
93,Mataura,-46.1927,168.8643,47.19,98,100,8.03,NZ,2021-11-16 21:39:40
94,Krasnyy Chikoy,50.3643,108.7512,26.1,88,100,14.63,RU,2021-11-16 21:39:40
95,Manicore,-5.8092,-61.3003,77.74,93,100,1.39,BR,2021-11-16 21:39:41
96,Hirara,24.8,125.2833,74.82,73,86,18.19,JP,2021-11-16 21:39:41
97,Narsaq,60.9167,-46.05,10.62,68,89,5.19,GL,2021-11-16 21:39:41
98,Sorland,67.667,12.6934,48.27,85,100,31.12,NO,2021-11-16 21:39:41
99,Zhuanghe,39.7008,122.9911,40.33,68,0,1.45,CN,2021-11-16 21:39:42
100,Dzilam Gonzalez,21.2833,-88.9333,80.29,57,59,9.73,MX,2021-11-16 21:39:42
101,Zaporizhzhya,47.8167,35.1833,25.9,80,0,4.47,UA,2021-11-16 21:39:42
102,Bluff,-46.6,168.3333,52.99,76,95,18.88,NZ,2021-11-16 21:39:43
103,Ayan,56.45,138.1667,15.51,59,85,17.31,RU,2021-11-16 21:39:43
104,Avarua,-21.2078,-159.775,80.65,83,20,18.41,CK,2021-11-16 21:39:43
105,Pitangueiras,-21.0094,-48.2217,86.52,45,79,7.54,BR,2021-11-16 21:39:43
106,Pangnirtung,66.1451,-65.7125,8.6,66,20,0.0,CA,2021-11-16 21:39:44
107,Puerto Ayora,-0.7393,-90.3518,75.16,76,37,10.58,EC,2021-11-16 21:39:44
108,Lavrentiya,65.5833,-171.0,7.7,89,9,9.46,RU,2021-11-16 21:39:44
109,Harrismith,-28.2728,29.1295,56.07,93,96,7.02,ZA,2021-11-16 21:39:44
110,Lazaro Cardenas,17.9583,-102.2,82.2,66,40,7.74,MX,2021-11-16 21:39:45
111,Cap Malheureux,-19.9842,57.6142,73.89,78,13,1.01,MU,2021-11-16 21:39:45
112,Mar Del Plata,-38.0023,-57.5575,58.08,70,75,3.0,AR,2021-11-16 21:36:31
113,Teguise,29.0605,-13.564,61.02,68,20,4.61,ES,2021-11-16 21:39:46
114,Urucara,-2.5364,-57.76,78.37,90,100,3.24,BR,2021-11-16 21:39:46
115,Zhireken,52.8249,117.3076,21.04,90,100,5.01,RU,2021-11-16 21:39:46
116,Yerbogachen,61.2767,108.0108,14.65,97,100,3.38,RU,2021-11-16 21:39:47
117,Codrington,-38.2667,141.9667,52.05,69,69,6.49,AU,2021-11-16 21:39:47
118,San Andres,12.5847,-81.7006,86.02,74,75,11.5,CO,2021-11-16 21:39:47
119,Esperance,-33.8667,121.9,60.64,78,56,14.23,AU,2021-11-16 21:39:48
120,Paka,4.6374,103.4368,75.13,100,84,0.0,MY,2021-11-16 21:39:48
121,Leninsk,48.7119,45.1994,24.57,87,5,7.14,RU,2021-11-16 21:39:48
122,Ostrovnoy,68.0531,39.5131,21.43,88,95,12.08,RU,2021-11-16 21:39:48
123,Bilibino,68.0546,166.4372,-0.63,99,27,4.14,RU,2021-11-16 21:39:49
124,Iqaluit,63.7506,-68.5145,-0.67,71,1,18.41,CA,2021-11-16 21:39:49
125,Severo-Kurilsk,50.6789,156.125,32.86,73,95,9.6,RU,2021-11-16 21:39:49
126,Fairbanks,64.8378,-147.7164,1.36,79,90,0.0,US,2021-11-16 21:38:45
127,Vagur,61.4732,-6.8119,44.47,70,91,30.15,FO,2021-11-16 21:39:50
128,Pisco,-13.7,-76.2167,68.05,73,0,13.8,PE,2021-11-16 21:39:50
129,Coahuayana,18.7333,-103.6833,92.68,54,78,5.68,MX,2021-11-16 21:39:50
130,Kaitangata,-46.2817,169.8464,56.93,67,86,14.45,NZ,2021-11-16 21:39:50
131,Kupang,-10.1667,123.5833,73.98,94,20,2.3,ID,2021-11-16 21:39:51
132,Bozeman,45.6796,-111.0386,37.89,28,75,8.01,US,2021-11-16 21:35:32
133,Kropotkin,45.4375,40.5756,31.15,65,0,12.24,RU,2021-11-16 21:39:51
134,Chitral,35.8462,71.7858,44.04,38,79,5.39,PK,2021-11-16 21:39:51
135,Valparaiso,-33.0393,-71.6273,68.23,48,0,12.66,CL,2021-11-16 21:39:52
136,Luderitz,-26.6481,15.1594,64.06,73,6,18.57,NA,2021-11-16 21:39:52
137,Warkworth,-36.4,174.6667,65.86,59,100,12.12,NZ,2021-11-16 21:39:52
138,Araouane,18.9048,-3.5265,73.85,14,41,8.08,ML,2021-11-16 21:39:52
139,Lasa,46.6166,10.7002,45.86,99,97,2.57,IT,2021-11-16 21:40:53
140,Lewistown,40.5992,-77.5714,47.79,56,1,9.22,US,2021-11-16 21:40:53
141,Kismayo,-0.3582,42.5454,78.58,81,61,10.96,SO,2021-11-16 21:40:53
142,Praia Da Vitoria,38.7333,-27.0667,66.45,77,40,11.95,PT,2021-11-16 21:40:53
143,Bethel,41.3712,-73.414,46.98,54,75,3.44,US,2021-11-16 21:37:08
144,Vostok,46.4856,135.8833,13.95,98,71,4.97,RU,2021-11-16 21:40:54
145,Opuwo,-18.0607,13.84,77.52,33,44,3.49,NA,2021-11-16 21:40:54
146,Sarangani,5.4033,125.4636,82.74,72,98,1.9,PH,2021-11-16 21:40:54
147,Provideniya,64.3833,-173.3,19.51,68,75,8.95,RU,2021-11-16 21:40:55
148,Monitos,8.25,-76.05,81.46,83,97,5.01,CO,2021-11-16 21:40:55
149,Havre-Saint-Pierre,50.2334,-63.5986,39.2,75,90,17.27,CA,2021-11-16 21:40:55
150,Moana,42.2833,-8.75,55.22,71,0,9.22,ES,2021-11-16 21:40:56
151,Port Moresby,-9.4431,147.1797,76.42,94,20,6.91,PG,2021-11-16 21:40:56
152,Ust-Maya,60.4167,134.5333,-11.52,100,98,1.79,RU,2021-11-16 21:40:57
153,Ulaanbaatar,47.9077,106.8832,21.33,33,0,8.95,MN,2021-11-16 21:40:38
154,Chuy,-33.6971,-53.4616,60.53,91,100,16.93,UY,2021-11-16 21:40:57
155,Petawawa,45.9001,-77.3328,33.39,51,75,8.05,CA,2021-11-16 21:40:58
156,Aklavik,68.2191,-135.0107,0.43,84,75,4.61,CA,2021-11-16 21:40:58
157,Havoysund,70.9963,24.6622,36.48,76,100,12.62,NO,2021-11-16 21:40:58
158,Honiara,-9.4333,159.95,84.2,67,100,3.02,SB,2021-11-16 21:40:59
159,Srednekolymsk,67.45,153.6833,-1.82,98,100,5.32,RU,2021-11-16 21:40:59
160,Port Blair,11.6667,92.75,79.92,84,89,5.84,IN,2021-11-16 21:40:59
161,Chelmza,53.1846,18.6047,42.28,95,63,6.71,PL,2021-11-16 21:41:00
162,Sao Filipe,14.8961,-24.4956,76.23,79,99,8.63,CV,2021-11-16 21:41:00
163,Beyneu,45.3167,55.2,21.6,72,21,11.07,KZ,2021-11-16 21:41:00
164,Souillac,-20.5167,57.5167,73.78,83,75,2.3,MU,2021-11-16 21:41:00
165,Mushie,-3.0167,16.9,68.2,99,100,3.18,CD,2021-11-16 21:41:01
166,Malartic,48.1335,-78.1328,26.71,79,93,3.89,CA,2021-11-16 21:41:01
167,Cabo San Lucas,22.8909,-109.9124,94.6,47,89,4.0,MX,2021-11-16 21:40:02
168,Quatre Cocos,-20.2078,57.7625,73.51,65,20,7.92,MU,2021-11-16 21:41:01
169,Sandy Bay,-42.913,147.3532,56.16,66,75,1.99,AU,2021-11-16 21:41:02
170,Puerto Del Rosario,28.5004,-13.8627,65.95,68,40,6.91,ES,2021-11-16 21:41:02
171,Talnakh,69.4865,88.3972,-12.06,92,94,6.46,RU,2021-11-16 21:41:02
172,Hithadhoo,-0.6,73.0833,81.61,78,17,17.54,MV,2021-11-16 21:41:02
173,Soyo,-6.1349,12.3689,77.7,86,98,4.83,AO,2021-11-16 21:41:03
174,Ouadda,8.0777,22.4007,71.62,40,52,2.57,CF,2021-11-16 21:41:03
175,Beaufort,5.3473,115.7455,75.36,91,100,3.09,MY,2021-11-16 21:41:03
176,Bengkulu,-3.8004,102.2655,74.73,83,43,4.72,ID,2021-11-16 21:41:04
177,Danielskuil,-28.1887,23.5395,71.31,12,0,7.36,ZA,2021-11-16 21:41:04
178,Andenes,69.3143,16.1194,46.38,87,75,18.41,NO,2021-11-16 21:41:04
179,Cockburn Town,21.4612,-71.1419,82.36,69,40,6.91,TC,2021-11-16 21:41:05
180,Vizianagaram,18.1167,83.4167,73.87,95,31,4.41,IN,2021-11-16 21:41:05
181,Peruibe,-24.32,-46.9983,68.59,94,58,6.08,BR,2021-11-16 21:41:05
182,Portland,45.5234,-122.6762,52.66,72,40,1.01,US,2021-11-16 21:38:39
183,Pocone,-16.2567,-56.6228,73.65,93,100,3.2,BR,2021-11-16 21:41:06
184,Ancud,-41.8697,-73.8203,60.33,60,78,4.9,CL,2021-11-16 21:42:06
185,Caravelas,-17.7125,-39.2481,70.9,95,100,4.74,BR,2021-11-16 21:42:06
186,North Platte,41.1239,-100.7654,68.32,36,1,3.0,US,2021-11-16 21:42:07
187,Tura,25.5198,90.2201,60.57,88,21,3.8,IN,2021-11-16 21:42:07
188,Camocim,-2.9022,-40.8411,81.79,75,70,17.63,BR,2021-11-16 21:42:07
189,Aljezur,37.3191,-8.8033,55.69,59,0,6.8,PT,2021-11-16 21:42:08
190,Hurghada,27.2574,33.8129,71.64,53,0,6.91,EG,2021-11-16 21:42:08
191,Havelock,34.8791,-76.9013,63.01,60,0,1.99,US,2021-11-16 21:40:25
192,Adrar,20.5022,-10.0711,77.83,27,100,8.25,MR,2021-11-16 21:42:09
193,Broome,42.2506,-75.833,39.78,64,20,5.99,US,2021-11-16 21:42:09
194,Ciparay,-7.4249,108.4742,74.3,96,98,1.9,ID,2021-11-16 21:42:09
195,Viedma,-40.8135,-62.9967,56.88,42,4,6.93,AR,2021-11-16 21:40:25
196,Atambua,-9.1061,124.8925,74.86,80,100,1.99,ID,2021-11-16 21:42:10
197,Yangcun,39.3639,117.0603,35.58,84,1,4.99,CN,2021-11-16 21:42:10
198,Belmonte,-15.8631,-38.8828,73.9,89,100,5.3,BR,2021-11-16 21:42:10
199,Griffith,41.5284,-87.4237,50.16,69,1,1.99,US,2021-11-16 21:42:10
200,Bracciano,42.1031,12.1754,55.81,89,100,5.48,IT,2021-11-16 21:42:11
201,Bay Roberts,47.5999,-53.2648,45.03,80,49,11.01,CA,2021-11-16 21:42:11
202,Omsukchan,62.5333,155.8,12.2,92,99,7.54,RU,2021-11-16 21:42:11
203,Upernavik,72.7868,-56.1549,0.95,61,21,6.38,GL,2021-11-16 21:42:12
204,Husavik,66.0449,-17.3389,33.71,96,98,21.07,IS,2021-11-16 21:42:12
205,Isangel,-19.55,169.2667,82.51,74,40,0.0,VU,2021-11-16 21:42:12
206,Korla,41.7597,86.1469,33.04,44,33,0.09,CN,2021-11-16 21:42:13
207,Russell,32.3502,-85.1999,72.68,53,20,4.61,US,2021-11-16 21:42:13
208,Staryy Nadym,65.6118,72.6842,-0.36,98,81,7.49,RU,2021-11-16 21:42:13
209,Vardo,70.3705,31.1107,37.38,87,75,13.8,NO,2021-11-16 21:42:13
210,Svetlyy,54.675,20.1347,41.05,89,10,7.54,RU,2021-11-16 21:42:14
211,Bembereke,10.2283,2.6634,79.81,23,100,2.73,BJ,2021-11-16 21:42:14
212,Korem,12.5058,39.5228,51.93,53,41,2.98,ET,2021-11-16 21:42:14
213,Tiksi,71.6872,128.8694,-11.97,97,99,4.32,RU,2021-11-16 21:42:15
214,Gazojak,41.1875,61.4036,33.66,80,91,28.1,TM,2021-11-16 21:42:15
215,Never,46.9896,3.159,42.55,80,100,3.44,FR,2021-11-16 21:42:16
216,Guerrero Negro,27.9769,-114.0611,73.85,53,0,15.75,MX,2021-11-16 21:42:16
217,Vila,42.0304,-8.1588,43.68,84,78,4.7,PT,2021-11-16 21:42:16
218,Lorengau,-2.0226,147.2712,83.28,70,89,4.9,PG,2021-11-16 21:42:17
219,Mogwase,-25.185,27.2665,77.83,38,93,17.25,ZA,2021-11-16 21:42:17
220,Pevek,69.7008,170.3133,20.41,79,100,10.63,RU,2021-11-16 21:42:17
221,Nouakchott,18.0858,-15.9785,76.93,67,100,14.2,MR,2021-11-16 21:41:53
222,Leningradskiy,69.3833,178.4167,-2.47,95,56,9.44,RU,2021-11-16 21:42:18
223,Aitape,-3.1374,142.3475,79.7,85,100,3.22,PG,2021-11-16 21:42:18
224,Marsassoum,12.8275,-15.9806,80.69,73,85,5.75,SN,2021-11-16 21:42:18
225,Samarai,-10.6167,150.6667,83.73,74,56,7.74,PG,2021-11-16 21:42:18
226,Xingcheng,40.6167,120.7167,41.09,84,0,12.15,CN,2021-11-16 21:42:19
227,Ust-Uda,54.1742,103.0304,9.19,97,81,2.77,RU,2021-11-16 21:42:19
228,Saldanha,-33.0117,17.9442,60.85,87,15,10.33,ZA,2021-11-16 21:42:19
229,Los Llanos De Aridane,28.6585,-17.9182,62.35,73,75,8.01,ES,2021-11-16 21:42:19
230,Ankang,32.68,109.0172,51.55,89,100,0.94,CN,2021-11-16 21:42:20
231,Ucluelet,48.9329,-125.5528,48.09,82,1,1.01,CA,2021-11-16 21:41:27
232,Cidreira,-30.1811,-50.2056,70.97,88,98,13.58,BR,2021-11-16 21:43:20
233,Ternate,0.8,127.4,81.3,74,82,0.98,ID,2021-11-16 21:43:20
234,Qaqortoq,60.7167,-46.0333,10.9,67,82,5.93,GL,2021-11-16 21:43:21
235,Thompson,55.7435,-97.8558,23.16,93,90,14.97,CA,2021-11-16 21:41:24
236,Vallenar,-28.5708,-70.7581,75.18,37,0,6.8,CL,2021-11-16 21:43:21
237,Carnarvon,-24.8667,113.6333,66.27,77,8,13.8,AU,2021-11-16 21:43:21
238,Labuhan,-6.8844,112.2051,77.58,88,100,6.44,ID,2021-11-16 21:43:22
239,Ishigaki,24.3448,124.1572,73.53,78,75,18.41,JP,2021-11-16 21:43:22
240,Hasaki,35.7333,140.8333,48.6,61,100,14.97,JP,2021-11-16 21:43:22
241,Geraldton,-28.7667,114.6,54.01,94,40,6.91,AU,2021-11-16 21:43:23
242,Luau,-10.7073,22.2247,64.08,94,100,3.44,AO,2021-11-16 21:43:23
243,Vrangel,42.7297,133.0839,36.36,59,0,6.42,RU,2021-11-16 21:43:23
244,Bulgan,48.8125,103.5347,21.54,52,35,4.07,MN,2021-11-16 21:43:23
245,Rawson,-43.3002,-65.1023,62.78,32,0,24.2,AR,2021-11-16 21:43:24
246,Coihaique,-45.5752,-72.0662,58.95,23,75,10.36,CL,2021-11-16 21:43:24
247,Longyearbyen,78.2186,15.6401,22.84,68,75,27.63,SJ,2021-11-16 21:40:52
248,Bathsheba,13.2167,-59.5167,81.21,74,40,11.5,BB,2021-11-16 21:43:25
249,Half Moon Bay,37.4636,-122.4286,69.01,78,1,1.01,US,2021-11-16 21:42:58
250,Orlik,52.5178,99.825,0.12,90,100,3.11,RU,2021-11-16 21:43:25
251,Mehamn,71.0357,27.8492,35.51,92,100,11.61,NO,2021-11-16 21:43:25
252,Anadyr,64.75,177.4833,25.3,86,90,20.13,RU,2021-11-16 21:43:26
253,Porto Novo,6.4965,2.6036,82.22,79,72,10.42,BJ,2021-11-16 21:43:26
254,Severnoye,56.3491,78.3619,3.4,89,26,9.35,RU,2021-11-16 21:43:27
255,Haines Junction,60.7522,-137.5108,3.15,85,100,2.3,CA,2021-11-16 21:43:27
256,Margate,51.3813,1.3862,50.88,79,100,1.99,GB,2021-11-16 21:43:27
257,Tamale,9.4008,-0.8393,87.93,35,89,7.58,GH,2021-11-16 21:43:28
258,Katsuura,35.1333,140.3,55.51,76,100,11.77,JP,2021-11-16 21:43:28
259,Marawi,7.9986,124.2928,66.65,93,89,2.98,PH,2021-11-16 21:43:28
260,Maniitsoq,65.4167,-52.9,15.66,68,8,8.86,GL,2021-11-16 21:43:29
261,Vaxjo,56.8777,14.8091,39.72,93,75,4.61,SE,2021-11-16 21:43:29
262,Olinda,-8.0089,-34.8553,83.93,65,40,8.05,BR,2021-11-16 21:43:29
263,Sampit,-2.5333,112.95,74.97,96,100,0.72,ID,2021-11-16 21:43:29
264,Nizwa,22.9333,57.5333,66.49,54,0,2.75,OM,2021-11-16 21:43:30
265,Boa Vista,2.8197,-60.6733,91.38,46,40,9.22,BR,2021-11-16 21:40:10
266,Mandera,3.9366,41.867,82.02,59,54,14.52,KE,2021-11-16 21:43:30
267,Port Elizabeth,-33.918,25.5701,65.1,77,90,12.66,ZA,2021-11-16 21:40:31
268,Alzenau,50.0834,9.0666,45.1,90,100,2.13,DE,2021-11-16 21:43:30
269,Uyuni,-20.4597,-66.825,59.83,24,78,9.35,BO,2021-11-16 21:43:31
270,Muncie,40.1934,-85.3864,54.48,81,56,8.72,US,2021-11-16 21:43:31
271,Karasjok,69.4719,25.5112,26.71,96,100,4.18,NO,2021-11-16 21:43:31
272,Kristiinankaupunki,62.2743,21.376,43.54,92,100,16.06,FI,2021-11-16 21:43:32
273,Puerto Lempira,15.2667,-83.7667,82.54,78,75,9.22,HN,2021-11-16 21:43:32
274,Fuyang,32.9,115.8167,54.07,58,100,4.54,CN,2021-11-16 21:43:32
275,Severo-Yeniseyskiy,60.3725,93.0408,-0.36,88,100,4.18,RU,2021-11-16 21:43:33
276,Nyamati,14.15,75.5833,69.64,98,100,0.89,IN,2021-11-16 21:43:33
277,Nikolskoye,59.7035,30.7861,38.88,93,100,5.75,RU,2021-11-16 21:44:33
278,Huejuquilla El Alto,22.6,-103.8667,72.63,14,100,4.18,MX,2021-11-16 21:44:34
279,Kahului,20.8947,-156.47,86.02,71,20,8.05,US,2021-11-16 21:40:16
280,Lata,40.1629,-8.3327,54.81,74,48,4.14,PT,2021-11-16 21:44:34
281,Kortkeros,61.8106,51.5806,21.2,84,97,8.12,RU,2021-11-16 21:44:35
282,Bikaner,28.0167,73.3,66.63,22,3,7.61,IN,2021-11-16 21:44:35
283,Seoul,37.5683,126.9778,36.84,93,1,3.44,KR,2021-11-16 21:39:35
284,Letlhakane,-21.4167,25.5833,84.0,28,88,0.94,BW,2021-11-16 21:44:35
285,Avera,33.194,-82.5271,74.08,40,0,5.48,US,2021-11-16 21:44:36
286,Asau,46.4333,26.4,36.52,94,55,3.09,RO,2021-11-16 21:44:36
287,Hami,42.8,93.45,35.37,43,1,5.23,CN,2021-11-16 21:44:36
288,Komsomolskiy,40.4272,71.7189,42.22,36,100,2.73,UZ,2021-11-16 21:44:37
289,Sucha Beskidzka,49.7419,19.5943,40.21,81,78,4.12,PL,2021-11-16 21:44:04
290,Mantua,45.1667,10.7833,53.71,90,100,4.9,IT,2021-11-16 21:44:37
291,Karratha,-20.7377,116.8463,77.4,60,8,5.64,AU,2021-11-16 21:44:37
292,Kristiansund,63.1115,7.732,53.65,57,75,2.3,NO,2021-11-16 21:44:38
293,Medicine Hat,50.0501,-110.6683,33.24,72,90,7.0,CA,2021-11-16 21:44:38
294,San Patricio,28.017,-97.5169,86.41,51,0,16.71,US,2021-11-16 21:44:38
